http_time_avg,bytes_A,packet_inter_arrivel_entropy,packet_inter_arrivel_min,ttl_min,device_category
0,743,4.64385619,0.002314091,40,5
0,743,4.889680181,5.01E-05,42,5
0,743,3.807354922,0.002157927,41,5
0,743,3.807354922,0.004154921,42,5
0,743,4.700439718,0.002260923,41,5
0,743,4.889680181,0.000571012,41,5
0,743,3.807354922,0.002478838,43,5
0,743,3.807354922,0.005470991,42,5
0,743,4.807354922,0.0006001,41,5
0,743,4.889680181,4.01E-05,40,5
0,743,3.807354922,0.002721071,40,5
0,743,3.807354922,0.00414896,43,5
0,743,4.64385619,0.002659082,41,5
0,743,4.889680181,0.001689911,40,5
0,743,4.169925001,0.002261877,41,5
0,743,3.807354922,0.004076958,42,5
0,743,4.700439718,0.002233028,43,5
0,743,4.889680181,0.002819061,41,5
0,743,3.807354922,0.002223969,42,5
0,743,3.807354922,0.00376296,42,5
0,743,4.523561956,0.00296402,42,5
0,743,4.523561956,5.01E-05,41,5
0,743,4.523561956,0.00257206,42,5
0,743,3.807354922,0.007776976,41,5
0,743,4.584962501,0.002547026,42,5
0,743,3.807354922,0.004439116,40,5
0,743,4.523561956,0.003627777,41,5
0,743,4.523561956,0.002910137,41,5
0,743,3.807354922,0.005079985,42,5
0,743,4.523561956,0.003026962,41,5
0,743,4.523561956,0.002613068,42,5
0,743,3.807354922,0.005901814,42,5
0,743,4.523561956,0.002942085,43,5
0.108856,544,3.321928095,1.00E-05,43,7
0,743,4.889680181,8.11E-06,39,7
0,743,4.889680181,2.00E-05,38,7
0,743,4.700439718,8.11E-06,39,7
96.757297,743,4.889680181,0,48,7
0,743,4.889680181,0,37,7
0,743,4.889680181,1.19E-06,40,7
0,743,4.247927513,1.00E-05,40,7
0,743,4.584962501,9.54E-07,39,7
0,743,4.64385619,1.10E-05,40,7
0,743,4.889680181,0,39,7
0,743,4.169925001,9.54E-07,39,7
0,743,4,9.06E-06,39,7
0,743,4.169925001,0,38,7
0,743,4.889680181,9.06E-06,39,7
0,743,4,9.54E-07,38,7
0,743,4.584962501,9.54E-07,38,7
0,743,4.247927513,2.79E-05,39,7
0.01393,743,4.889680181,1.22E-05,64,7
0,743,4.392317423,9.54E-07,39,7
0,743,4.501629167,1.19E-05,37,7
0,743,4,1.29E-05,39,7
0,743,4.459431619,1.31E-05,38,7
0,743,4.584962501,9.54E-07,38,7
0,743,4.584962501,1.91E-06,38,7
0,743,4.584962501,1.19E-05,38,7
0,743,4.584962501,1.29E-05,38,7
0,743,4.623516641,1.22E-05,37,7
0,743,4.64385619,1.91E-06,38,7
0,743,4.754887502,7.87E-06,38,7
0,743,4,3.10E-06,38,7
0,743,4.889680181,1.91E-05,38,7
0,743,4.247927513,1.00E-05,38,7
0,743,4.584962501,1.00E-05,39,7
0,743,4,8.20E-05,38,7
0,743,4.754887502,0,38,7
0,743,4.754887502,1.10E-05,38,7
0,743,4.700439718,1.00E-05,38,7
0,743,3.700439718,9.78E-06,39,7
0,743,4,1.10E-05,39,7
0,743,4.64385619,8.82E-06,39,7
0,743,4.459431619,2.15E-06,37,7
0,743,4.64385619,2.15E-06,38,7
0,743,4.807354922,1.10E-05,37,7
0,743,4.889680181,1.10E-05,38,7
0,743,4,9.54E-07,39,7
0,743,4.584962501,2.86E-06,38,7
0,743,4.584962501,1.00E-05,38,7
0,743,4.889680181,7.87E-06,37,7
0,743,4.584962501,9.06E-06,37,7
0,743,4.56385619,7.87E-06,37,7
0,743,4.56385619,8.82E-06,39,7
0,743,4.584962501,9.06E-06,38,7
0,743,4.807354922,1.00E-05,37,7
0,743,4,8.11E-06,38,7
0,743,4,9.54E-07,38,7
0,743,4.523561956,1.10E-05,37,7
0,743,4.700439718,1.10E-05,39,7
0,743,4.584962501,1.91E-06,38,7
0,743,4.501629167,1.91E-06,39,7
0,743,4.584962501,1.10E-05,39,7
0,743,4.64385619,1.19E-05,39,7
0,743,4.584962501,8.82E-06,37,7
0,743,4.623516641,8.11E-06,38,7
0,743,4.56385619,9.06E-06,38,7
0,743,4.889680181,1.91E-06,38,7
0,743,4,1.00E-05,39,7
0,743,4.56385619,1.19E-05,38,7
0,743,4.735926351,9.06E-06,39,7
0,743,4.584962501,2.15E-06,37,7
0,743,4.889680181,1.91E-06,38,7
0,743,4.48385619,1.22E-05,38,7
0,743,4.584962501,3.00E-05,38,7
0,743,4.584962501,9.54E-07,38,7
0,743,4.64385619,9.54E-07,37,7
0,743,4.56385619,1.29E-05,39,7
0,743,4.584962501,1.19E-06,38,7
0,743,4.584962501,1.19E-05,39,7
0,743,4.64385619,1.19E-05,39,7
0,743,4.584962501,1.29E-05,39,7
0,743,4.889680181,0,38,7
0,743,4.700439718,7.87E-06,37,7
0,743,4.459431619,1.91E-06,40,7
0,743,4.754887502,1.91E-06,40,7
0,743,4.247927513,7.87E-06,38,7
0,743,4.700439718,1.00E-05,38,7
0,743,4.56385619,1.22E-05,38,7
0,743,4,9.54E-07,37,7
0,743,4.584962501,9.54E-07,37,7
0,743,4.584962501,1.10E-05,40,7
0,743,4.32385619,9.54E-07,37,7
0,743,4,1.29E-05,40,7
0,743,4,9.54E-07,38,7
0,743,4.64385619,1.91E-06,38,7
0,743,4.584962501,1.91E-06,37,7
0,743,4.889680181,1.91E-06,37,7
0,743,4.889680181,2.15E-06,38,7
0,743,4.501629167,1.22E-05,39,7
0,743,4.700439718,2.15E-06,38,7
0,743,4.56385619,0,38,7
0,743,4.523561956,3.10E-05,107,9
0,743,4.523561956,1.19E-06,106,9
0,743,4.392317423,2.69E-05,107,9
0,743,4.392317423,4.91E-05,107,9
0,743,4.392317423,0.000880003,106,9
0,743,4.392317423,1.91E-05,107,9
0,743,4.392317423,9.06E-06,107,9
0,743,4.392317423,3.19E-05,108,9
0,0,3.459431619,0.4992311,255,9
0,0,2.807354922,0.479425907,255,9
0,0,1.584962501,0.497038841,255,9
0,0,1.584962501,0.490238905,255,9
0,0,1.584962501,0.474249125,255,9
0,0,3.459431619,0.493489981,255,9
0,0,1.584962501,0.400454044,255,9
0,0,1.584962501,0.490498781,255,9
0,0,1.584962501,0.49899888,255,9
0,0,1.584962501,0.494856119,255,9
0,0,3.459431619,0.425865889,255,9
0,0,1.584962501,0.493578196,255,9
0,0,2.807354922,0.442605972,255,9
0,0,1.584962501,0.474251986,255,9
0,0,2.807354922,0.487300873,255,9
0,0,2.807354922,0.492053986,255,9
0,0,1.584962501,0.472501993,255,9
0,0,3.459431619,0.437806129,255,9
0,0,1.584962501,0.488939047,255,9
0,0,2.807354922,0.496140003,255,9
0,0,2.807354922,0.399223089,255,9
0,0,1.584962501,0.449860096,255,9
0,0,1.584962501,0.497990131,255,9
0,0,1.584962501,0.490293026,255,9
0,0,1.584962501,0.499209881,255,9
0,0,1.584962501,0.393804073,255,9
0,0,3.459431619,0.400799036,255,9
0,0,3.459431619,0.474274874,255,9
0,0,1.584962501,0.49476099,255,9
0,0,1.584962501,0.423671961,255,9
0,0,2.807354922,0.474323034,255,9
0,0,2.807354922,0.492236137,255,9
0,0,1.584962501,0.499159098,255,9
0,0,2.807354922,0.473867893,255,9
0,0,1.584962501,0.499252081,255,9
0,0,1.584962501,0.397511005,255,9
0,0,2.807354922,0.499252081,255,9
0,0,2.807354922,0.476881981,255,9
0,0,1.584962501,0.491528988,255,9
0,0,1.584962501,0.473185062,255,9
0,0,1.584962501,0.45234704,255,9
0,0,1.584962501,0.499187946,255,9
0,0,2.807354922,0.496989012,255,9
0,0,2.807354922,0.400837898,255,9
0,0,1.584962501,0.499210119,255,9
0,0,1.584962501,0.498943806,255,9
0,0,1.584962501,0.488456011,255,9
0,0,1.584962501,0.455216885,255,9
0,0,1.584962501,0.498080015,255,9
0,0,1.584962501,0.4989779,255,9
0,0,1.584962501,0.499252081,255,9
0,0,3.906890596,0.490407944,255,9
0,0,1.584962501,0.397333145,255,9
0,0,1.584962501,0.482692003,255,9
0,0,2.807354922,0.492340088,255,9
0,0,3.459431619,0.474169016,255,9
0,0,1.584962501,0.499032974,255,9
0,0,1.584962501,0.488127947,255,9
0,0,1.584962501,0.449316978,255,9
0,0,3.906890596,0.49770093,255,9
0,0,2.807354922,0.472807884,255,9
0,0,1.584962501,0.497596025,255,9
0,0,4.247927513,0.472315073,255,9
0,0,1.584962501,0.42620492,255,9
0,0,1.584962501,0.495232105,255,9
0,0,1.584962501,0.494150877,255,9
0,0,2.807354922,0.49178791,255,9
0,0,1.584962501,0.474338055,255,9
0,0,2.807354922,0.472419024,255,9
0,0,1.584962501,0.474357843,255,9
0,0,1.584962501,0.474239111,255,9
0,0,2.807354922,0.398893833,255,9
0,0,3.906890596,0.487456799,255,9
0,0,1.584962501,0.498148918,255,9
0,0,1.584962501,0.499252081,255,9
0,0,1.584962501,0.422948837,255,9
0,0,1.584962501,0.499212027,255,9
0,0,1.584962501,0.489456892,255,9
0,0,1.584962501,0.499252081,255,9
0,0,1.584962501,0.498697042,255,9
0,0,1.584962501,0.495173216,255,9
0,0,1.584962501,0.477881908,255,9
0,0,1.584962501,0.47507,255,9
0,0,3.459431619,0.399224997,255,9
0,0,1.584962501,0.486414909,255,9
0,0,1.584962501,0.499150038,255,9
0,0,1.584962501,0.47637105,255,9
0,0,2.807354922,0.499000072,255,9
0,0,2.807354922,0.49419117,255,9
0,0,1.584962501,0.497508049,255,9
0,0,1.584962501,0.396725893,255,9
0,0,1.584962501,0.499252081,255,9
0,60,0,0.001485825,64,8
0,60,0,0.003317833,64,8
0,60,0,0.001809835,64,8
0,743,4.889680181,9.54E-07,39,8
0,743,4.889680181,0,51,8
0,743,4.087462841,8.11E-06,52,8
0,743,4.321928095,2.15E-06,52,8
0,743,4.889680181,0,54,8
0,743,4.889680181,9.54E-07,39,8
0,743,4.584962501,2.86E-06,51,8
0,120,2,2.38E-05,52,8
0,180,2.584962501,1.31E-05,52,8
0,743,4.889680181,0,52,8
0,743,4.889680181,7.89E-05,52,8
0,743,4.889680181,9.06E-06,51,8
0,743,4.889680181,0,51,8
0,743,4.889680181,9.54E-07,40,8
0,743,4.889680181,2.00E-05,53,8
0,743,4.584962501,9.01E-05,53,8
0,743,4.889680181,9.54E-07,52,8
0,743,4.889680181,0,40,8
0,743,4.889680181,5.01E-05,52,8
0,743,4.584962501,9.08E-05,51,8
0,743,4.889680181,0,52,8
0,743,4.889680181,0,52,8
0,743,4.64385619,0.000111103,52,8
0,743,4.889680181,0,53,8
0,743,4.889680181,9.54E-07,40,8
0,743,4.889680181,0,53,8
0,743,4.700439718,0,51,8
0,743,4.889680181,2.00E-05,53,8
0,743,3.906890596,0.000110865,51,8
0,743,4.889680181,8.11E-06,51,8
0,743,4.889680181,0,40,8
0,743,4.523561956,0.000121117,52,8
0,743,4.754887502,5.98E-05,51,8
0,743,4.584962501,1.19E-06,51,8
0,743,4.584962501,9.11E-05,52,8
0,743,4.857980995,9.54E-07,52,8
0,743,4.889680181,1.72E-05,50,8
0,743,4.889680181,8.82E-06,52,8
0,60,0,0.159296036,64,8
0,743,4.889680181,0,40,8
0,743,4.700439718,9.11E-05,52,8
0,743,4.889680181,1.00E-05,39,8
0,743,4.889680181,1.91E-05,50,8
0,743,4.889680181,0,40,8
0,743,4.64385619,5.96E-06,50,8
0,743,4.889680181,0.000267029,52,8
0,743,4.523561956,6.10E-05,52,8
0,743,4.584962501,0.000102043,53,8
0,743,4.584962501,8.11E-05,52,8
0,743,4.523561956,0.000570059,51,8
0,743,4.754887502,7.08E-05,52,8
0,743,4.64385619,6.10E-05,52,8
0,743,4.700439718,7.87E-06,53,8
0,743,4.64385619,0.000120878,52,8
0,743,4.889680181,9.54E-07,40,8
0,743,4.889680181,6.99E-05,52,8
0,743,4.584962501,7.08E-05,53,8
0,743,4.64385619,0.000160933,52,8
0,743,4.169925001,0.000196934,52,8
0,743,4.889680181,0.000359058,39,8
0,743,4.754887502,6.10E-05,52,8
0,743,4.889680181,0,40,8
0,743,4.889680181,7.10E-05,51,8
0,743,4.889680181,0,64,8
0,743,4.889680181,0,64,8
0,743,4.889680181,0,51,8
0,743,4.459431619,3.41E-05,51,8
0,743,4.889680181,7.87E-06,52,8
0,743,4.889680181,7.87E-06,52,8
0,743,4,0.000311136,51,8
0,743,4.523561956,0.001459837,51,8
0,743,4.459431619,6.10E-05,52,8
0,743,4.584962501,6.99E-05,50,8
0,743,4.754887502,0,53,8
0,743,4.700439718,0.000111103,53,8
0,743,4.889680181,0,40,8
0,743,4.889680181,0,64,8
0,743,4.889680181,0,52,8
0,743,4.889680181,0,64,8
0,743,4.523561956,0.000490904,52,8
0,743,4.584962501,2.15E-06,52,8
0,743,4.64385619,7.87E-06,51,8
0,743,4.889680181,8.82E-06,51,8
0,743,4.889680181,0,52,8
0,743,4.857980995,0.000111103,49,8
0,743,4.889680181,1.60E-05,52,8
0,743,4.857980995,8.11E-05,51,8
0,743,4.889680181,1.00E-05,51,8
0,743,4.889680181,3.00E-05,51,8
0,743,4.64385619,9.06E-06,52,8
0,743,4.889680181,9.06E-06,40,8
0,743,4.889680181,5.89E-05,52,8
0,743,4.754887502,1.91E-05,51,8
0,743,4.700439718,9.08E-05,51,8
0,79,1,0.030621052,40,8
0,743,4.584962501,0.000110865,52,8
0,743,4.889680181,9.54E-07,41,8
0,743,4.840223929,9.54E-07,35,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,5.96E-06,36,1
0.114485,485,3.169925001,8.30E-05,48,1
0,743,4.889680181,1.91E-06,35,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.889680181,1.50E-05,37,1
0,743,4.889680181,1.91E-06,35,1
0,743,4.889680181,1.19E-06,35,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,9.54E-07,37,1
0,60,1,0.030579805,64,1
0.115649,486,3.169925001,0.002157927,48,1
0,743,4.889680181,0,35,1
0,743,4.889680181,1.91E-06,36,1
0,743,4.889680181,9.54E-07,35,1
0,60,1,0.046903849,64,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.523561956,9.54E-07,35,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.857980995,1.41E-05,36,1
0,743,4.889680181,2.15E-06,37,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,9.54E-07,35,1
0.099038,488,3.169925001,1.10E-05,41,1
0,743,4.889680181,0,35,1
0,743,4.889680181,1.91E-06,35,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.889680181,9.06E-06,35,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.789015478,1.19E-06,35,1
0,743,4.889680181,0,35,1
0,743,4.889680181,9.06E-06,35,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.889680181,1.19E-06,36,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.889680181,0,34,1
0,743,4.889680181,1.91E-06,33,1
0,743,4.889680181,1.19E-06,33,1
0,743,4.889680181,0,36,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,0,32,1
0,743,4.889680181,0,34,1
0,743,4.889680181,0,34,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,32,1
0,743,4.889680181,1.91E-06,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,1.19E-06,34,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,9.54E-07,32,1
0,743,4.889680181,0,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.436605434,9.54E-07,35,1
0,743,4.735926351,9.54E-07,64,1
0,698,3.700439718,0.000410795,64,1
0,638,2.807354922,4.82E-05,64,1
0,743,4.889680181,0,35,1
0,743,4.889680181,0,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,34,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,9.54E-07,35,1
0,743,4.889680181,1.91E-06,32,1
0,743,3.700439718,2.15E-06,36,1
0,743,4.889680181,9.54E-07,36,1
0,743,4.889680181,9.54E-07,32,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,0,34,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,0,32,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,1.91E-06,34,1
0,743,4.889680181,3.10E-06,33,1
0,743,4.889680181,9.54E-07,33,1
0,743,4.889680181,3.10E-06,37,1
0,0,1.584962501,0.475677967,255,3
0.270728,689,3.169925001,9.54E-07,33,3
0.287924,370,2.807354922,6.01E-05,34,3
0.339915,594,3.169925001,0,31,3
536870912.1,654,4.889680181,0,31,3
0.280536,370,2.807354922,6.10E-05,35,3
536870912.1,594,4.889680181,0,31,3
0.261017,370,3.906890596,5.89E-05,35,3
1789569706,654,3.584962501,2.15E-06,33,3
0.290724,370,2.807354922,6.99E-05,35,3
1789569706,654,3.459431619,1.91E-06,33,3
1.221836,370,2.807354922,0.005321026,35,3
0.271654,594,3.169925001,1.91E-06,32,3
0.259431,370,2.807354922,0.000870943,37,3
1789569706,654,3.459431619,2.15E-06,31,3
0.255921,370,2.807354922,5.98E-05,35,3
1789569706,654,3.459431619,2.15E-06,32,3
