http_time_avg,bytes_A,packet_inter_arrivel_entropy,packet_inter_arrivel_min,ttl_min,device_category
0.247391,370,2.807354922,9.01E-05,35,3
0.425016,654,3.584962501,2.15E-06,32,3
0.421499,430,3.321928095,6.10E-05,35,3
536870912.1,743,4.889680181,0,31,3
0.427028,490,3.584962501,0.003709078,36,3
536870912.1,594,4.889680181,0,31,3
0.261017,370,3.906890596,5.89E-05,35,3
1789569706,654,3.584962501,1.91E-06,34,3
0.243406,370,2.807354922,6.01E-05,34,3
0,0,1.584962501,0.418397903,255,3
0.309064,689,3.321928095,9.54E-07,32,3
0.325901,689,3.169925001,2.15E-06,33,3
0.30319,370,2.807354922,6.01E-05,35,3
0.297211,370,2.807354922,5.98E-05,35,3
1073741824,490,3.584962501,6.01E-05,35,3
0,60,1,0.001091003,34,3
1789569706,654,3.459431619,1.91E-06,31,3
0.31886,370,2.807354922,0.001461983,35,3
1789569706,654,3.584962501,8.82E-06,32,3
0.252986,370,2.807354922,0.001323938,34,3
1789569706,654,3.584962501,2.15E-06,31,3
0.257892,370,2.807354922,8.99E-05,34,3
1789569706,654,4.584962501,1.10E-05,32,3
0.25728,370,2.807354922,0.001320839,36,3
1789569706,654,4.584962501,1.10E-05,32,3
0.272662,370,2.807354922,6.01E-05,36,3
1789569706,654,3.459431619,1.91E-06,33,3
0.249394,370,2.807354922,5.91E-05,35,3
1789569706,654,3.459431619,1.41E-05,33,3
0.235586,370,2.807354922,0.000169992,35,3
0.27602,594,3.892407119,1.91E-06,31,3
0.244574,370,2.807354922,0.000279188,36,3
0.27602,594,3.892407119,1.91E-06,31,3
0.289496,370,2.807354922,0.001294136,35,3
1789569706,654,3.459431619,1.38E-05,32,3
0.345942,370,2.807354922,0.00088191,36,3
1789569706,654,4.523561956,1.91E-06,31,3
1789569706,654,4.523561956,1.91E-06,31,3
0.365193,370,2.807354922,0.004562855,37,3
1789569706,654,4.584962501,7.87E-06,33,3
0.287313,370,2.807354922,0.000280857,36,3
1789569706,654,3.459431619,9.54E-07,32,3
0.252469,370,2.807354922,6.01E-05,36,3
1789569706,654,4.584962501,7.87E-06,33,3
0.2394,370,2.807354922,0.001307964,34,3
1789569706,654,3.459431619,1.10E-05,33,3
0.308809,370,2.807354922,0.000838041,35,3
0,0,1.584962501,0.497292042,255,3
0.245214,689,3.169925001,9.06E-06,32,3
0.232,370,2.807354922,0.001454115,34,3
0.24182,370,2.807354922,0.001551867,35,3
1789569706,654,3.459431619,1.00E-05,33,3
1789569706,654,3.459431619,1.10E-05,32,3
0.25209,370,2.807354922,0.001599789,36,3
1789569706,654,3.584962501,2.86E-06,31,3
0.229488,370,2.807354922,0.001368046,35,3
0.421864,594,3.169925001,9.54E-07,34,3
0.414157,370,2.807354922,0.000431061,35,3
0.327457,654,3.584962501,1.91E-06,32,3
0.303166,430,3.321928095,0.000419855,35,3
0.697742,714,3.807354922,9.54E-07,32,3
0.676505,490,3.584962501,6.20E-05,35,3
1789569706,654,3.459431619,2.15E-06,34,3
0.274508,370,2.807354922,8.01E-05,37,3
1789569706,654,4.889680181,5.96E-06,32,3
0.247735,370,2.807354922,0.000652075,37,3
1789569706,654,4.889680181,5.96E-06,32,3
0.243655,370,2.807354922,0.001979828,35,3
0.256689,594,3.169925001,9.54E-07,33,3
0.241633,370,2.807354922,0.001710176,36,3
1789569706,654,3.584962501,0,31,3
0.261575,370,2.807354922,0.001441002,35,3
1789569706,654,4.889680181,5.96E-06,32,3
0.264237,370,2.807354922,6.01E-05,35,3
0.417894,594,3.169925001,9.54E-07,34,3
0.407958,370,2.807354922,6.01E-05,35,3
1789569706,654,3.459431619,1.91E-06,32,3
0.247954,370,2.807354922,5.89E-05,36,3
0,0,1.584962501,0.482979059,255,3
0.277212,689,3.169925001,2.15E-06,31,3
0.273241,370,2.807354922,0.00679183,35,3
0.231343,370,2.807354922,0.000151873,35,3
0.387715,654,3.584962501,1.91E-06,32,3
0,0,1,0.485183954,255,2
0,0,1,0.485177994,255,2
0,0,1.584962501,0.494868994,255,2
0,0,1.584962501,0.497092009,255,2
0,0,1.584962501,0.496969223,255,2
0,0,1.584962501,0.39953804,255,2
0,0,1.584962501,0.497123957,255,2
0,0,1.584962501,0.421088219,255,2
0,0,1.584962501,0.473896027,255,2
0,0,1.584962501,0.498811007,255,2
0,0,1.584962501,0.499198914,255,2
0,0,1.584962501,0.498192072,255,2
0,0,1.584962501,0.497223139,255,2
0,0,1.584962501,0.498975039,255,2
0,0,1.584962501,0.497756004,255,2
0,0,1.584962501,0.499062061,255,2
0,0,1.584962501,0.494024038,255,2
0,0,1.584962501,0.476227999,255,2
0,0,1.584962501,0.499107122,255,2
0,0,1.584962501,0.497359991,255,2
0,0,1.584962501,0.49832201,255,2
0,0,1.584962501,0.498044014,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.498883009,255,2
0,0,1.584962501,0.498737097,255,2
0,0,1.584962501,0.496363878,255,2
0,0,1.584962501,0.490370035,255,2
0,0,1.584962501,0.498940945,255,2
0,0,1.584962501,0.498692036,255,2
0,0,1.584962501,0.498822927,255,2
0,0,1.584962501,0.49901104,255,2
0,0,1.584962501,0.49833107,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.47444582,255,2
0,0,1.584962501,0.474102974,255,2
0,0,1.584962501,0.495881081,255,2
0,0,1.584962501,0.498950958,255,2
0,0,1.584962501,0.49883008,255,2
0,0,1.584962501,0.496171951,255,2
0,0,1.584962501,0.499010086,255,2
0,0,1.584962501,0.499202013,255,2
0,0,1.584962501,0.496603012,255,2
0,0,1.584962501,0.498800993,255,2
0,0,1.584962501,0.499040842,255,2
0,0,1.584962501,0.496834993,255,2
0,0,1.584962501,0.487921,255,2
0,0,1.584962501,0.498413086,255,2
0,0,1.584962501,0.484706879,255,2
0,0,1.584962501,0.498882055,255,2
0,0,1.584962501,0.492309809,255,2
0,0,1.584962501,0.49834609,255,2
0,0,1.584962501,0.498976946,255,2
0,0,1.584962501,0.473986864,255,2
0,0,1.584962501,0.498922825,255,2
0,0,1.584962501,0.498449087,255,2
0,0,1.584962501,0.487027884,255,2
0,0,1.584962501,0.48597002,255,2
0,0,1.584962501,0.463033915,255,2
0,0,1.584962501,0.49691987,255,2
0,0,2.807354922,0.475264072,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.494523048,255,2
0,0,1.584962501,0.499001026,255,2
0,0,1.584962501,0.498970032,255,2
0,0,1.584962501,0.498889923,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.498929024,255,2
0,0,1.584962501,0.498892069,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.497011185,255,2
0,0,1.584962501,0.480880022,255,2
0,0,1.584962501,0.496368885,255,2
0,0,1.584962501,0.49319911,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.398936033,255,2
0,0,2.807354922,0.475264072,255,2
0,0,1.584962501,0.480230093,255,2
0,0,1.584962501,0.498538971,255,2
0,0,1.584962501,0.499168873,255,2
0,0,1.584962501,0.49840188,255,2
0,0,1.584962501,0.497169018,255,2
0,0,1.584962501,0.499161959,255,2
0,0,1.584962501,0.497169971,255,2
0,0,0,0,255,2
0,0,1.584962501,0.497573853,255,2
0,0,1.584962501,0.497564077,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.499228954,255,2
0,0,1.584962501,0.497227907,255,2
0,0,1.584962501,0.497620106,255,2
0,0,1.584962501,0.424519062,255,2
0,0,1.584962501,0.498873949,255,2
0,0,1.584962501,0.471311092,255,2
0,0,1.584962501,0.49699378,255,2
0,0,1.584962501,0.497013092,255,2
0,0,1.584962501,0.499116182,255,2
0,0,1.584962501,0.497072935,255,2
0,0,1.584962501,0.499140978,255,2
0,0,1.584962501,0.498427868,255,2
0,0,1.584962501,0.499252081,255,2
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.494423151,255,6
0,0,1.584962501,0.401590109,255,6
0,0,1.584962501,0.498869896,255,6
0,0,1.584962501,0.448843956,255,6
0,0,2.807354922,0.493848085,255,6
0,0,1.584962501,0.395343065,255,6
0,0,1.584962501,0.495543957,255,6
0,0,1.584962501,0.449195862,255,6
0,0,1.584962501,0.49029088,255,6
0,0,1.584962501,0.497925043,255,6
0,0,1.584962501,0.493097067,255,6
0,0,2.807354922,0.497570038,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.375068903,255,6
0,0,1.584962501,0.49891901,255,6
0,0,1.584962501,0.499019861,255,6
0,0,1.584962501,0.47892189,255,6
0,0,1.584962501,0.47816205,255,6
0,0,1.584962501,0.473491907,255,6
0,0,1.584962501,0.474250793,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.396311998,255,6
0,0,1.584962501,0.498980045,255,6
0,0,1.584962501,0.498210907,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.475643158,255,6
0,0,1.584962501,0.468550205,255,6
0,0,1.584962501,0.478916168,255,6
0,0,1.584962501,0.47387886,255,6
0,0,1.584962501,0.375766993,255,6
0,0,2.807354922,0.47410512,255,6
0,0,1.584962501,0.499228001,255,6
0,0,2.807354922,0.497258186,255,6
0,0,1.584962501,0.498728991,255,6
0,0,1.584962501,0.475073099,255,6
0,0,1.584962501,0.481795073,255,6
0,0,1.584962501,0.427340984,255,6
0,0,1.584962501,0.499156952,255,6
0,0,1.584962501,0.499054193,255,6
0,0,1.584962501,0.490037918,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.479665041,255,6
0,0,2.807354922,0.497570038,255,6
0,0,1.584962501,0.4982059,255,6
0,0,1.584962501,0.400405884,255,6
0,0,2.807354922,0.499132156,255,6
0,0,1.584962501,0.477277994,255,6
0,0,1.584962501,0.474525928,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.495898008,255,6
0,0,1.584962501,0.485560894,255,6
0,0,1.584962501,0.489812136,255,6
0,0,1.584962501,0.496437073,255,6
0,0,1.584962501,0.494611025,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.499086142,255,6
0,0,1.584962501,0.474220037,255,6
0,0,1.584962501,0.474865913,255,6
0,0,2.807354922,0.475643873,255,6
0,0,1.584962501,0.474761009,255,6
0,0,1.584962501,0.497956038,255,6
0,0,1.584962501,0.497482061,255,6
0,0,1.584962501,0.498917818,255,6
0,0,1.584962501,0.497846127,255,6
0,0,1.584962501,0.496484041,255,6
0,0,1.584962501,0.499094009,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.498753071,255,6
0,0,1.584962501,0.493294001,255,6
0,0,1.584962501,0.497642994,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.499252081,255,6
0,0,1.584962501,0.473150969,255,6
0,0,1.584962501,0.499198914,255,6
0,0,1.584962501,0.49841094,255,6
0,0,1.584962501,0.490885973,255,6
0,0,1.584962501,0.493241072,255,6
0,0,2.807354922,0.47410512,255,6
0,0,1.584962501,0.478761196,255,6
0,0,2.807354922,0.498672009,255,6
0,0,1.584962501,0.499252081,255,6
0,0,2.807354922,0.498672009,255,6
0,0,1.584962501,0.498561144,255,6
0,0,1.584962501,0.498759985,255,6
0,0,1.584962501,0.490535021,255,6
0,0,1.584962501,0.496114969,255,6
0,0,1.584962501,0.481200933,255,6
0,0,2.807354922,0.499132156,255,6
0,0,1.584962501,0.450665951,255,6
0,0,1.584962501,0.498568058,255,6
0,0,1.584962501,0.497701168,255,6
0,0,2.807354922,0.497258186,255,6
0,0,1.584962501,0.498953104,255,6
0,0,2.807354922,0.475643873,255,6
0,0,1.584962501,0.485896826,255,6
0,0,1.584962501,0.494934082,255,6
