http_time_avg,ttl_avg,packet_inter_arrivel_B_firstQ,packet_inter_arrivel_A_sum,packet_inter_arrivel_B_min,device_category
0,49.69333333,0.067094904,132.2664289,1.91E-06,1
0,57,0.000251412,2.801048994,9.54E-07,1
0,50.93421053,0.067094904,175.9132731,1.50E-05,1
0,56.14705882,2.10E-05,1.654705048,3.10E-06,1
0,56.75757576,2.16E-05,1.834237814,1.00E-05,1
0,56.61764706,3.42E-05,2.572893143,1.00E-05,1
0,57.06557377,0.000102043,113.6557741,9.54E-07,1
0,56.75,3.48E-05,2.746574163,9.54E-07,1
0,126,0,0.164564848,0,1
0.115649,57.8,0.065994501,0.416857958,0.008053064,1
0,56.2,0.000110865,115.8632691,1.19E-06,1
0,52.37735849,0.067094904,108.48963,1.91E-06,1
0,56.14705882,8.11E-05,2.26603508,1.19E-05,1
0,126,0,0.351262808,0,1
0,51.90196078,0.067094904,83.86592793,1.29E-05,1
0,54.64197531,0.000110924,197.261631,9.54E-07,1
0,58.875,0.00011003,2.104302883,2.15E-06,1
0,51.79411765,0.000115633,3.574895859,1.31E-05,1
0,57.53333333,0.000103116,3.876777887,1.41E-05,1
0,55.88888889,0.000101089,2.658956051,2.15E-06,1
0,57.06557377,0.000102043,113.6557741,9.54E-07,1
0,55.4,0.000109911,4.158693075,9.54E-07,1
0.099038,55.1,0.05400002,0.383510113,7.89E-05,1
0,56.2,0.000110865,115.8632691,1.19E-06,1
0,51.92063492,0.067094904,81.95617104,9.06E-06,1
0,56.61764706,2.50E-05,2.724032164,9.54E-07,1
0,50.98275862,0.067094904,82.99071097,1.00E-05,1
0,54.68181818,0.000111103,2.8301301,2.15E-06,1
0,54.64197531,0.000110924,197.261631,9.54E-07,1
0,57.03333333,0.000103295,5.188293934,2.15E-06,1
0,51.45945946,0.00010848,4.599624872,9.06E-06,1
0,56.6969697,6.84E-05,2.619553089,9.06E-06,1
0,57.21212121,6.60E-05,1.8819139,2.86E-06,1
0,54.80952381,0.000123024,1.735433102,2.86E-06,1
0,51.81967213,0.000112534,3.173468828,9.54E-07,1
0,133.0212766,3.29E-05,2.035225868,1.00E-05,1
0,139.6938776,3.70E-05,3.480180979,1.91E-06,1
0,140.245283,4.89E-05,3.622718096,2.15E-06,1
0,53.50099325,0.002041459,26.73052788,0,1
0,132.6382979,3.77E-05,3.16196394,3.10E-06,1
0,132.3191489,4.88E-05,3.177682161,2.15E-06,1
0,139.9803922,0.000292122,3.237349033,1.00E-05,1
0,140.5294118,4.69E-05,3.040922165,2.15E-06,1
0,133.0638298,0.000100672,2.96153307,1.00E-05,1
0,137,5.55E-05,4.08038187,1.91E-06,1
0,140.0588235,0.000142515,2.797149897,1.91E-06,1
0,133.1702128,0.000170767,2.956336975,9.06E-06,1
0,139.9803922,3.02E-05,3.262638092,2.15E-06,1
0,132.3617021,0.000351727,2.741312027,2.15E-06,1
0,132.7446809,3.65E-05,2.720839977,1.91E-06,1
0,134.5869565,3.76E-05,2.526643038,8.82E-06,1
0,135.1,0.000283778,2.085611105,8.82E-06,1
0,140.4528302,8.32E-05,2.418438911,9.54E-07,1
0,139.9622642,4.29E-05,2.61246109,2.15E-06,1
0,140.0784314,2.97E-05,1.988815069,2.15E-06,1
0,51.76190476,0.000109911,2.45739007,9.54E-07,1
0,140.0588235,4.70E-05,2.073888063,9.06E-06,1
0,139.7843137,3.63E-05,1.975940943,2.15E-06,1
0,132.7446809,9.12E-05,1.960640907,2.86E-06,1
0,140.7169811,0.000111103,2.537349224,8.82E-06,1
0,139.9411765,6.47E-05,2.35300684,9.06E-06,1
0,140.9803922,9.42E-05,1.821709871,9.06E-06,1
0,141,9.60E-05,2.368684053,1.91E-06,1
0,139.7358491,0.000100136,2.684098005,9.54E-07,1
0,135.36,0.000217557,2.417351007,1.91E-06,1
0,132.8571429,0.000221252,1.819401026,2.15E-06,1
0,137,0.000102043,1.242384911,2.15E-06,1
0,145.7083333,8.82E-05,0.937093019,1.91E-06,1
0,137.4482759,2.07E-05,1.375643015,1.91E-06,1
0,121.7142857,0.00707835,0.713376999,0.003976822,1
0,144.5,0.021468043,0.344403028,0.010963917,1
0,53.2207935,0.003129959,3385.881986,0,1
0,139.9019608,3.10E-05,2.730751991,2.15E-06,1
0,135.1,0.000213444,2.791404963,9.06E-06,1
0,140.0588235,0.000528395,2.045879126,1.91E-06,1
0,45.16604478,0.067094904,3374.242168,0.007901192,1
0,135.3461538,3.21E-05,2.895782948,2.15E-06,1
0,140.6545455,2.77E-05,2.916115046,7.87E-06,1
0,133.826087,3.56E-05,2.127821922,9.06E-06,1
0,135.0217391,4.27E-05,2.350861073,9.54E-07,1
0,134,0.000208914,2.390627146,9.78E-06,1
0,134.1590909,0.00019896,1.981819868,1.91E-06,1
0,45.47632312,0.067094904,3369.76974,0.003952026,1
0,133.5217391,4.61E-05,2.735100031,9.06E-06,1
0,52,0.067094904,285.1425588,2.15E-06,1
0,51.72131148,0.000110149,3.526829004,9.06E-06,1
0,139.6170213,0.00012666,2.440502882,3.10E-06,1
0,133.25,0.000130415,2.529260874,9.06E-06,1
0,134.1818182,7.30E-05,2.529248953,9.54E-07,1
0,134.0217391,0.000109017,2.860882044,1.91E-06,1
0,133.1363636,0.000271082,2.722877026,8.11E-06,1
0,134.1521739,0.000104487,2.722866058,1.91E-06,1
0,134.1818182,3.40E-05,2.46616292,1.91E-06,1
0,134.2173913,0.000109136,5.665990114,3.10E-06,1
0,133.826087,4.34E-05,2.484740973,9.54E-07,1
0,57.36363636,0.000109911,1.566310883,3.10E-06,1
0,255,0,0.99357605,0,2
0,255,0,0.993570089,0,2
0,255,0,1.495298862,0,2
0,255,0,1.523660898,0,2
0,255,0,1.525028944,0,2
0,255,0,1.400650978,0,2
0,255,0,1.496850967,0,2
0,255,0,1.445910215,0,2
0,255,0,1.477654934,0,2
0,255,0,1.498425007,0,2
0,255,0,1.508059978,0,2
0,255,0,1.498835087,0,2
0,255,0,1.496380091,0,2
0,255,0,1.498925924,0,2
0,255,0,1.498979092,0,2
0,255,0,1.523831129,0,2
0,255,0,1.495485067,0,2
0,255,0,1.474351168,0,2
0,255,0,1.499366045,0,2
0,255,0,1.49813509,0,2
0,255,0,1.49979496,0,2
0,255,0,1.522788048,0,2
0,255,0,1.674257994,0,2
0,255,0,1.666982174,0,2
0,255,0,1.498775959,0,2
0,255,0,1.498641968,0,2
0,255,0,1.498857975,0,2
0,255,0,1.498790979,0,2
0,255,0,1.498290062,0,2
0,255,0,1.498853922,0,2
0,255,0,1.499052048,0,2
0,255,0,1.49850893,0,2
0,255,0,1.499881029,0,2
0,255,0,1.473822832,0,2
0,255,0,1.487420082,0,2
0,255,0,1.493932009,0,2
0,255,0,1.498801947,0,2
0,255,0,1.502680063,0,2
0,255,0,1.496294022,0,2
0,255,0,1.50151515,0,2
0,255,0,1.500442028,0,2
0,255,0,1.496565104,0,2
0,255,0,1.498696089,0,2
0,255,0,1.504150867,0,2
0,255,0,1.498853207,0,2
0,255,0,1.487741947,0,2
0,255,0,1.498407125,0,2
0,255,0,1.498686075,0,2
0,255,0,1.500217915,0,2
0,255,0,1.497292042,0,2
0,255,0,1.498610973,0,2
0,255,0,1.499162912,0,2
0,255,0,1.498862028,0,2
0,255,0,1.523805857,0,2
0,255,0,1.499873161,0,2
0,255,0,1.496232033,0,2
0,255,0,1.510892868,0,2
0,255,0,1.464798927,0,2
0,255,0,1.497242928,0,2
0,255,0,43.87803888,0,2
0,255,0,1.573915005,0,2
0,255,0,1.499453068,0,2
0,255,0,1.499233007,0,2
0,255,0,1.498859882,0,2
0,255,0,1.534006834,0,2
0,255,0,1.547445059,0,2
0,255,0,1.500945091,0,2
0,255,0,1.498842001,0,2
0,255,0,1.501151085,0,2
0,255,0,1.521991968,0,2
0,255,0,1.480951071,0,2
0,255,0,1.49890399,0,2
0,255,0,1.499603033,0,2
0,255,0,1.501251936,0,2
0,255,0,1.398870945,0,2
0,255,0,43.87803888,0,2
0,255,0,1.524122,0,2
0,255,0,1.498497963,0,2
0,255,0,1.49985218,0,2
0,255,0,1.498341799,0,2
0,255,0,1.496981144,0,2
0,255,0,1.515915155,0,2
0,255,0,1.500737906,0,2
0,255,0,0,0,2
0,255,0,1.497891903,0,2
0,255,0,1.497884989,0,2
0,255,0,1.499150991,0,2
0,255,0,1.500340939,0,2
0,255,0,1.497639894,0,2
0,255,0,1.502949953,0,2
0,255,0,1.449342012,0,2
0,255,0,1.52370882,0,2
0,255,0,1.526452065,0,2
0,255,0,1.520777941,0,2
0,255,0,1.498765945,0,2
0,255,0,1.499190092,0,2
0,255,0,1.498883963,0,2
0,255,0,1.49940896,0,2
0,255,0,1.49896884,0,2
0,255,0,1.524572849,0,2
0,255,0,1.503445864,0,3
0.270728,121.8,0.00012207,5.518329144,9.54E-07,3
0.287924,144.75,0.067094904,0.785009146,6.01E-05,3
0.339915,120.9,1.00E-05,0.591562986,0,3
536870912.1,131.8163265,0.000296533,195.5217571,9.54E-07,3
0.280536,145.25,0.067094904,0.848607779,6.10E-05,3
536870912.1,131.8163265,0.000296533,195.5217571,9.54E-07,3
0.261017,145.125,0.067094904,172.8037121,5.89E-05,3
1789569706,135.6923077,5.85E-05,1.95540309,2.15E-06,3
0.290724,145.25,0.067094904,0.810093164,6.99E-05,3
1789569706,125.75,0.003816605,1.827190876,1.91E-06,3
1.221836,145.25,0.067094904,1.826682091,0.02007103,3
0.271654,121.5,0.000457048,0.542454004,1.91E-06,3
0.259431,146.25,0.067094904,0.766966105,0.000870943,3
1789569706,124.5833333,0.003031015,1.48816514,2.15E-06,3
0.255921,145.25,0.067094904,0.808993101,5.98E-05,3
1789569706,125.1666667,0.00095427,1.63637805,2.15E-06,3
0.247391,145.25,0.067094904,0.80430913,9.01E-05,3
0.425016,135.2307692,0.001160681,1.064485073,2.15E-06,3
0.421499,155.2727273,0.067094904,1.349732876,6.10E-05,3
536870912.1,131.8163265,0.000296533,195.5217571,9.54E-07,3
0.427028,154.0769231,0.012793064,1.371500015,0.004019022,3
536870912.1,131.8163265,0.000296533,195.5217571,9.54E-07,3
0.261017,145.125,0.067094904,172.8037121,5.89E-05,3
1789569706,136.2307692,0.001638532,2.075289011,1.91E-06,3
0.243406,144.75,0.067094904,0.947818041,6.01E-05,3
0,255,0,1.429238081,0,3
0.309064,133.6363636,0.004982948,5.81574297,9.54E-07,3
0.325901,122.1,0.004090786,5.558973074,2.15E-06,3
0.30319,145.25,0.067094904,1.373014927,6.01E-05,3
0.297211,145.25,0.067094904,1.357447863,5.98E-05,3
1073741824,153.4615385,0.029911995,1.607382059,6.01E-05,3
0,181.3333333,0,0.239790916,0,3
1789569706,124.5833333,0.002394378,1.880795002,1.91E-06,3
0.31886,145.25,0.067094904,0.921559095,0.001461983,3
1789569706,134.9230769,0.001439631,1.852464199,8.82E-06,3
0.252986,144.75,0.067094904,0.789063931,0.00270009,3
1789569706,134.6153846,0.000121117,1.897609949,2.15E-06,3
0.257892,144.75,0.067094904,0.757785082,8.99E-05,3
1789569706,130.4,0.004364967,24.7263329,1.10E-05,3
0.25728,145.75,0.067094904,0.783555031,0.003118992,3
1789569706,130.4,0.004364967,24.7263329,1.10E-05,3
0.272662,145.75,0.067094904,0.76633811,6.01E-05,3
1789569706,125.75,9.41E-05,1.625839949,1.91E-06,3
0.249394,145.375,0.067094904,0.73113513,5.91E-05,3
1789569706,125.75,3.74E-05,1.53965807,1.41E-05,3
0.235586,145.25,0.067094904,0.813323021,0.000169992,3
0.27602,120.75,1.91E-05,24.59003806,1.91E-06,3
0.244574,145.75,0.067094904,0.734102964,0.000279188,3
0.27602,120.75,1.91E-05,24.59003806,1.91E-06,3
0.289496,145.25,0.067094904,0.932507038,0.008593082,3
1789569706,125.1666667,0.001712799,1.881491184,1.38E-05,3
0.345942,145.75,0.067094904,0.813235998,0.00088191,3
1789569706,124.4583333,7.20E-05,25.144768,1.91E-06,3
1789569706,124.4583333,7.20E-05,25.144768,1.91E-06,3
0.365193,146.25,0.067094904,1.061619043,0.02007103,3
1789569706,130.92,0.000133991,53.82396007,7.87E-06,3
0.287313,145.75,0.067094904,0.959570885,0.000280857,3
1789569706,125.1666667,0.003257275,1.613336086,9.54E-07,3
0.252469,145.5,0.067094904,0.746299028,6.01E-05,3
1789569706,130.92,0.000133991,53.82396007,7.87E-06,3
0.2394,144.75,0.067094904,0.711902857,0.003741026,3
1789569706,125.75,0.00151521,1.72165513,1.10E-05,3
0.308809,145.25,0.067094904,0.791614056,0.000838041,3
0,255,0,1.500968933,0,3
0.245214,121.5,0.008059978,5.576231956,9.06E-06,3
0.232,144.75,0.067094904,0.96596694,0.002560854,3
0.24182,145.25,0.067094904,0.927569866,0.004040003,3
1789569706,125.75,0.00169903,1.527590036,1.00E-05,3
1789569706,125.1666667,0.000261068,1.562466145,1.10E-05,3
0.25209,145.75,0.067094904,0.760293007,0.001599789,3
1789569706,134.6153846,0.002530575,1.666810989,2.86E-06,3
0.229488,145.25,0.067094904,0.719810963,0.004019976,3
0.421864,122.7,9.06E-06,0.690320969,9.54E-07,3
0.414157,145.25,0.067094904,1.003365993,0.000431061,3
0.327457,135.2307692,0.010758877,0.934468031,1.91E-06,3
0.303166,155.2727273,0.067094904,1.263592005,0.000419855,3
0.697742,136.3333333,0.002041578,1.27078104,9.54E-07,3
0.676505,153.6923077,0.051343918,1.800597906,6.20E-05,3
1789569706,126.0833333,0.002724767,1.698618889,2.15E-06,3
0.274508,146.25,0.067094904,0.908396006,8.01E-05,3
1789569706,125.2777778,0.000514746,102.8154361,1.41E-05,3
0.247735,146.25,0.067094904,0.757333994,0.000652075,3
1789569706,125.2777778,0.000514746,102.8154361,1.41E-05,3
0.243655,145.25,0.067094904,0.750689983,0.001979828,3
0.256689,122.1,1.50E-05,0.501245022,9.54E-07,3
0.241633,145.75,0.067094904,0.943746805,0.001710176,3
1789569706,134.3846154,3.48E-05,1.692017794,9.54E-07,3
0.261575,145.25,0.067094904,0.856194973,0.001441002,3
1789569706,125.2777778,0.000514746,102.8154361,1.41E-05,3
0.264237,145.25,0.067094904,0.841529131,6.01E-05,3
0.417894,122.7,0.003931046,0.666054964,9.54E-07,3
0.407958,145.25,0.067094904,0.943524122,6.01E-05,3
1789569706,124.9166667,0.001228034,1.601504803,1.91E-06,3
0.247954,145.75,0.067094904,0.791615963,5.89E-05,3
0,255,0,1.483561039,0,3
0.277212,120.6,0.007910967,5.523404837,2.15E-06,3
0.273241,145.25,0.067094904,0.974876881,0.012021065,3
0.231343,145.25,0.067094904,0.98249197,0.000151873,3
0.387715,135.2307692,0.001930118,0.987613916,1.91E-06,3
0,56.96509059,0.067094904,7063.094895,0,4
0,135,0,0.689024925,0,4
0,125.1153846,0.002094209,0.985171795,9.54E-07,4
0,53.44,1.55E-06,2.142692089,0,4
0,55,1.43E-06,2.046741009,0,4
0,132.28,0.001365781,1.350898981,0,4
0,55,1.85E-06,2.410747051,0,4
0,54.76923077,0.000533462,3.005027056,0,4
0,123.6790123,0.002840042,1.287743092,0,4
0,53.40740741,1.73E-06,3.412806034,9.54E-07,4
0,127.3076923,0.002753019,1.064630032,0,4
0,54.4,1.43E-06,2.266862869,0,4
0,128.6331361,0.001533449,1.601356983,0,4
0,53.44,1.19E-06,2.050248146,0,4
0,123.0512821,0.002916157,1.231180906,0,4
0,53.44,4.77E-07,2.287877083,0,4
0,54.76923077,0.000447512,3.337717056,0,4
0,54.83333333,9.54E-07,3.102965832,0,4
0,130,0.001345515,1.314616919,0,4
0,54.43478261,9.54E-07,2.458431005,0,4
0,137.8963415,0.001604557,2.959206104,0,4
0,55.2,0.000736117,3.549362898,0,4
0,130.4265734,0.001599789,1.156031847,0,4
0,54.4,0.00090909,2.079715967,9.54E-07,4
0,131.0214286,0.001753569,0.969377041,0,4
0,54.83333333,0.000425935,2.376886129,9.54E-07,4
0,125.5324675,0.002596498,1.077244043,0,4
0,55.30434783,9.54E-07,2.060863972,0,4
0,132.8041958,0.001524746,1.660903931,0,4
0,54.76923077,1.07E-06,2.526723862,0,4
0,131.2962963,0.001989901,1.204736948,0,4
0,55.2,1.01E-06,2.077026129,9.54E-07,4
0,122.719697,0.003075778,1.320827961,0,4
0,53.44,9.54E-07,1.994878054,9.54E-07,4
0,125.8961039,0.003063202,0.892426014,0,4
0,55.30434783,1.91E-06,2.052241087,9.54E-07,4
0,123.4883721,0.003103018,0.971920013,9.54E-07,4
0,54.4,9.54E-07,2.103798151,0,4
0,123.1395349,0.00300312,1.074770927,0,4
0,54.43478261,9.54E-07,1.890829086,0,4
0,140.6060606,9.54E-07,0.706038952,0,4
0,128.278481,0.001758993,0.986150026,0,4
0,54.83333333,1.01E-06,2.026460171,0,4
0,134.2342857,0.001649261,1.48577714,0,4
0,53.44,9.54E-07,1.940581799,0,4
0,125.85,0.003240764,1.365777969,0,4
0,53.44,4.77E-07,2.01235795,0,4
0,123.0576923,0.002944767,1.12501502,0,4
0,54.43478261,9.54E-07,2.306480885,0,4
0,128,0.001755595,1.56483984,0,4
0,55.30434783,9.54E-07,2.081156015,0,4
0,129.1666667,0.002609015,2.000543833,0,4
0,54.83333333,1.01E-06,2.320034981,0,4
0,126.2658228,0.002748728,1.332080126,0,4
0,55.30434783,1.19E-06,2.01540494,0,4
0,124,0.003011942,1.465240002,0,4
0,55.66666667,9.54E-07,1.899761915,0,4
0,122.7115385,0.003111959,1.583501816,0,4
0,53.44,1.55E-06,1.986636877,0,4
0,125.8805031,0.002957046,1.605288029,0,4
0,55.81818182,1.43E-06,2.260440826,0,4
0,128.7710843,0.002057552,1.342839003,0,4
0,53.44,1.55E-06,2.075697184,0,4
0,125.9090909,0.002587378,1.064371824,0,4
0,133.8171429,0.001607299,1.337574005,0,4
0,54.4,0,2.180136919,0,4
0,55.30434783,9.54E-07,2.087419033,0,4
0,122.6751592,0.002625704,1.363703012,0,4
0,53.44,1.07E-06,1.897937059,0,4
0,122.3354839,0.003149986,1.207803011,0,4
0,53.44,1.43E-06,1.936259985,9.54E-07,4
0,123.0576923,0.00320214,1.311119795,0,4
0,54.4,1.19E-06,1.928403139,9.54E-07,4
0,130.7536232,0.001604497,1.056442022,0,4
0,124.1202532,0.002845466,1.359905005,0,4
0,55.30434783,9.54E-07,2.253973961,0,4
0,54.4,2.98E-06,2.007141113,9.54E-07,4
0,124.4746835,0.00450933,1.52671504,0,4
0,54.43478261,1.91E-06,2.28938508,0,4
0,124.1538462,0.002979517,1.060447931,0,4
0,53.44,1.55E-06,1.967175007,0,4
0,54.66666667,0.002080917,2.825218916,9.54E-07,4
0,135.3314286,0.001596272,1.348649979,0,4
0,54.43478261,1.19E-06,1.968869925,9.54E-07,4
0,123.14,0.003132999,1.002709866,0,4
0,55.30434783,2.15E-06,2.050987005,0,4
0,124.1538462,0.003151059,1.125440121,0,4
0,54.4,9.54E-07,1.96736598,0,4
0,123.7591241,0.003074586,1.384243965,0,4
0,55.30434783,1.91E-06,2.015367985,0,4
0,124.024,0.003252268,1.417176962,0,4
0,54.43478261,9.54E-07,1.891229153,0,4
0,128.9320988,0.001776397,1.261133909,0,4
0,53.44,1.07E-06,1.90801096,0,4
0,124.43125,0.003697157,1.32477212,0,4
0,53.91666667,1.97E-06,2.028175116,9.54E-07,4
0,123.0774194,0.002846897,1.096532106,9.54E-07,4
0,54.43478261,2.15E-06,1.940280914,0,4
0,124.9066667,0.002497554,0.920598984,0,4
0,55.30434783,9.54E-07,2.115613222,0,4
1789569706,166.2857143,0.016026974,0.914586067,3.00E-05,5
0,161.8125,0.067094904,4.20122385,0.02007103,5
0,161.1875,0.067094904,4.386797905,0.02007103,5
0,161.5625,0.067094904,4.103114843,0.02007103,5
0,164.4230769,0.067094904,5.268052816,0.014499903,5
0,161.5625,0.067094904,4.120455027,0.016062021,5
0,159.6296296,0.067094904,5.690690041,0.015801907,5
0,160,0.067094904,5.813790083,0.000251055,5
0,161.375,0.067094904,4.078342915,0.019225836,5
0,161.44,0.067094904,5.27025485,3.81E-05,5
0,161.6875,0.067094904,5.173477888,0.02007103,5
0,160.5185185,0.067094904,5.094488144,0.000215054,5
0,161.36,0.067094904,4.924062967,0.01197505,5
0,159.6296296,0.067094904,5.600412846,0.015999079,5
0,161.8125,0.067094904,4.618841887,0.000269175,5
0,161.36,0.067094904,5.694334984,0.02007103,5
0,161.6875,0.067094904,4.597680092,0.00018096,5
0,161,0.067094904,4.997659922,0.012009144,5
0,160.84,0.067094904,5.598590851,0.00022006,5
0,161.5625,0.067094904,5.525475979,7.89E-05,5
0,159.8888889,0.067094904,5.150156975,0.012010098,5
0,160.4444444,0.067094904,5.630326033,0.012010813,5
0,161.375,0.067094904,4.156831026,0.02007103,5
0,159.4814815,0.067094904,5.485983133,0.012009859,5
0,160.0740741,0.067094904,5.500360966,0.012000799,5
0,161.625,0.067094904,4.020746946,0.02007103,5
0,160.5185185,0.067094904,5.344716072,0.002223015,5
0,159.8333333,0.067094904,5.177003145,9.11E-05,5
0,161.36,0.067094904,5.613856077,0.014559031,5
0,161.1875,0.067094904,3.950201988,0.020050049,5
0,161.8,0.067094904,5.678971052,0.002109051,5
0,159.4444444,0.067094904,5.42214489,0.015950918,5
0,160.4444444,0.067094904,5.827868938,3.89E-05,5
0,155.3333333,0.067094904,4.254199982,0.02007103,5
0,155.9615385,0.067094904,5.581269026,0.001208067,5
0,152.208,0.067094904,29.87157917,0.004009008,5
0,156.3333333,0.067094904,4.08642602,0.02007103,5
82.954135,157.4378698,0.009370625,83.07049894,2.60E-05,5
0,154.8666667,0.067094904,3.293334007,8.89E-05,5
0,158.0454545,0.067094904,3.906378031,0.015990019,5
0,134.1785714,0.067094904,4.628506899,2.00E-05,5
