http_time_avg,ttl_avg,packet_inter_arrivel_B_firstQ,packet_inter_arrivel_A_sum,packet_inter_arrivel_B_min,device_category
2147483647,126,0.003653228,731.8082042,1.19E-06,3
2147483647,135.1538462,0.000528514,1.527128935,1.91E-06,3
0.502534,86.25,0.131950974,1.160252094,2.88E-05,3
2147483647,130.4230769,2.41E-05,606.5464201,0,3
0.360926,93.25,0.06184423,1.632906914,2.86E-06,3
2147483647,125.1666667,3.63E-05,1.824772835,1.10E-05,3
2147483647,124.5833333,0.002099037,1.532853127,9.78E-06,3
2147483647,125.0416667,0.000414968,1404.60569,9.54E-07,3
1.305672,86.25,0.262343049,1.606889009,1.19E-05,3
0.578304,86.75,0.178492427,0.925670147,0.084986925,3
2147483647,125.1666667,0.001871109,25.44996095,9.54E-07,3
2147483647,125.1666667,3.69E-05,1.445008039,1.10E-05,3
2147483647,127.8571429,0.001345992,1368.713784,9.54E-07,3
2147483647,125.75,0.005021214,1.683624029,1.00E-05,3
0,56.66083445,5.095973253,1767.967192,0.101413965,3
0.237176,127.8,0.128079057,1.555923939,0.004121065,3
0,57.01657459,5.091869116,842.6050241,0.00394702,3
0,56.75314342,5.088034153,23957.81612,0.01196909,3
2147483647,130.4230769,2.41E-05,606.5464201,0,3
0,146.0666667,0.032022774,1.175523043,2.29E-05,3
0,56.63315261,5.107964993,58400.84321,0.00188899,3
0.37185,86.125,0.086049557,0.666095972,1.10E-05,3
0,56.86792453,1.003999949,93.46057701,0.00258112,3
2004318071,127.579235,0.001398027,2039.267733,9.54E-07,3
2004318071,127.579235,0.001398027,2039.267733,9.54E-07,3
0,143.9090909,0.000970125,0.895967007,2.10E-05,3
0,56.53626943,5.092185974,1837.863119,0.032001019,3
0,56.67752617,5.104004502,48483.15854,0.000681162,3
0.501824,82.75,0.147997022,0.912021875,0.001610041,3
0.272129,133.4,0.12006247,0.531451941,0.115926027,3
0,56.5688172,5.111878037,11013.71689,3.10E-05,3
0,56.61275279,5.092010021,51052.56127,2.10E-05,3
0,56.10859729,5.095991969,482.475702,0.087994099,3
1073741824,166.826087,0.025532484,2.722249985,2.86E-06,3
2147483647,130.36,9.11E-05,213.136667,1.91E-06,3
2147483647,125.75,0.006817281,1.657577038,1.00E-05,3
0,56.71558238,5.091976881,49533.99503,3.98E-05,3
0.469813,82.75,0.129994988,0.764026165,0.000859022,3
0.482477,86.25,0.112047553,0.720474958,1.91E-06,3
0.4314,86.25,0.117159963,0.655394077,0.011940002,3
2147483647,128.972973,0.003003001,865.693768,1.91E-06,3
0.500416,86.75,0.120002508,0.830869913,2.15E-06,3
0,56.85169492,5.094774961,541.873486,0.004050016,3
2004318071,127.579235,0.001398027,2039.267733,9.54E-07,3
0.421171,53.4,0.218838573,1.587989092,0.000236988,3
0,60.5,0,0,0,3
0,55.84782609,0.817960501,67.36963391,0.000159025,3
2147483647,129.921875,0.001765966,1377.573743,1.91E-06,3
0.254691,52.2,0.13239789,1.571999073,0.010602951,3
2147483647,127.8571429,0.001345992,1368.713784,9.54E-07,3
0,56.02329749,5.097651064,1282.162106,5.01E-05,3
2147483647,126.0416667,0.001060963,980.56708,1.19E-05,3
2147483647,125.0416667,0.000414968,1404.60569,9.54E-07,3
0.926896,86.25,0.13199544,1.166980982,8.82E-06,3
2147483647,126,0.003653228,731.8082042,1.19E-06,3
0,56.59585366,5.108906984,9654.708168,1.19E-06,3
0.670861,87.375,0.15001142,1.010450125,1.91E-06,3
1.164873,86.25,0.151266456,1.709571123,0.001479864,3
0.802907,82.25,0.132006526,1.095900059,2.15E-06,3
0,58.01162791,5.119822621,228.653089,0.011991024,3
2147483647,134.3846154,0.000623047,1.533921003,2.10E-05,3
0,57.10064103,5.091995716,3618.309855,9.54E-07,3
2147483647,125.1666667,0.004291832,1.486417055,1.10E-05,3
2147483647,124.547619,0.000774145,2061.491597,1.91E-06,3
2004318071,127.579235,0.001398027,2039.267733,9.54E-07,3
2147483647,125.1666667,0.001871109,25.44996095,9.54E-07,3
0.421961,86.75,0.118003011,0.806269884,0.001098871,3
0.523872,86.25,0.144024014,0.879933834,2.19E-05,3
0.280032,51.8,0.132004023,0.828816175,0.012049913,3
2147483647,129.921875,0.001765966,1377.573743,1.91E-06,3
0,56.51147541,5.091995955,707.087034,0.192022085,3
2147483647,125.1666667,5.61E-05,1.494011879,2.15E-06,3
2147483647,126,0.003653228,731.8082042,1.19E-06,3
2147483647,143.9375,0.009380221,1352.05483,1.91E-06,3
2147483647,130.36,9.11E-05,213.136667,1.91E-06,3
0,56.66943118,5.10795927,58432.62078,0.003988028,3
0.662434,82.125,0.155948162,1.037384033,0.003929138,3
2147483647,124.625,0.001863003,711.4347401,2.50E-05,3
1.09748,86.75,0.259043097,1.740083933,1.00E-05,3
0.696143,82.5,0.181247115,1.017719984,0.002500057,3
0.260779,51.8,0.132437468,0.763992786,0.011430979,3
0,133.7413793,0.001535296,1.341809988,0,4
0.252722,49.46153846,9.11E-05,0.529778957,1.91E-06,4
0,61.5,0,0,0,4
0,54.43478261,9.54E-07,1.957747936,0,4
0.247196,49.92307692,0.001740932,0.48562479,1.00E-05,4
0,55.66666667,9.54E-07,1.996300936,0,4
0,132.6896552,0.001608491,1.196441889,0,4
0,61,0,0,0,4
0.244786,49.53846154,0.003812075,0.506153107,1.91E-06,4
0,60,0,0,0,4
0.248746,49.46153846,0.002001047,0.492814064,2.15E-06,4
0,61,0,0,0,4
0,123.6952381,0.002463102,0.944182158,0,4
0,58.5,0,0,0,4
0,58,0,0,0,4
0,54.43478261,2.15E-06,2.110189915,0,4
0,54.5,0,0,0,4
0,53.5,0,0,0,4
0,54,9.54E-07,2.020420074,9.54E-07,4
0,53.91666667,0.000562191,2.326750994,0,4
0,54.43478261,1.19E-06,1.997278214,0,4
0.242687,49.46153846,0.000380993,0.525103092,1.91E-06,4
0,53.5,0,0,0,4
0,53,0,0,0,4
0.26374,49.92307692,7.87E-06,0.522087812,2.15E-06,4
0,135.4242424,9.54E-07,0.597759008,0,4
0,123.6952381,0.002985954,1.109927893,0,4
0,52,0,0,0,4
0.356457,49.46153846,1.41E-05,0.597118855,1.31E-05,4
0.253629,49.92307692,9.32E-05,0.534629822,1.69E-05,4
0,124.2692308,0.002873182,0.953830004,0,4
0.263482,50.38461538,0.003980875,0.655442953,8.82E-06,4
0,124.0571429,0.003165007,1.117038965,0,4
0.244294,50.38461538,0.000430107,0.494462967,1.91E-06,4
0.268341,49.92307692,0.003010988,0.540771961,1.69E-05,4
0,53,0,0,0,4
0.245021,49.92307692,0.001343966,0.498859882,1.69E-05,4
0.260712,49.46153846,0.000370979,0.787477016,2.00E-05,4
0,55.30434783,9.54E-07,2.314651966,9.54E-07,4
0,59,0,0,0,4
0.24197,49,0.002119064,0.622024059,1.69E-05,4
0,52.5,0,0,0,4
0,52,0,0,0,4
0.240004,49.92307692,0.000630856,0.493359089,2.15E-06,4
0.246293,49,1.81E-05,0.506586075,1.91E-06,4
0.263094,49.46153846,9.08E-05,0.496164083,1.10E-05,4
0,54.43478261,1.91E-06,2.090430021,0,4
0,124.6346154,0.003136873,0.919664145,0,4
0,123.490566,0.00296402,1.043602228,0,4
0,53.5,0,0,0,4
0,53,0,0,0,4
0,54.43478261,9.54E-07,2.021322012,0,4
0.252767,50.5,0.001371145,0.750037909,2.10E-05,4
0.329456,49.07692308,2.29E-05,0.592660904,1.91E-06,4
0.269195,49.46153846,0.002040863,0.585071087,3.10E-06,4
0,52.5,0,0,0,4
0,123.7047619,0.002782106,1.207983971,0,4
0,53,0,0,0,4
0,57.5,0,0,0,4
0,57,0,0,0,4
0,54.43478261,1.19E-06,2.227585077,0,4
0.25252,51.75,0.000841618,0.491476059,8.99E-05,4
0,55.30434783,1.91E-06,2.263217926,0,4
0,124.6346154,0.0027349,0.904631853,0,4
0,53.5,0,0,0,4
0,123.1415094,0.003100872,1.536542177,0,4
0,54.5,0,0,0,4
0,125.1944444,0.002739549,1.022235155,0,4
0,135.9090909,2.38E-07,0.569011927,0,4
0.277727,49,1.91E-05,0.525731087,7.87E-06,4
0.347744,49,2.10E-05,0.665384054,1.91E-06,4
0.253963,50.46153846,0.003152847,0.492794037,2.15E-06,4
0.260224,50.91666667,0.001676261,0.505689859,0.000761986,4
0,61.5,0,0,0,4
0.252787,49.46153846,0.000298977,0.505120039,1.69E-05,4
0,123.6952381,0.002976894,1.1089499,0,4
0,55.30434783,1.91E-06,2.080359936,0,4
0.246335,49,0.002001047,0.493062019,2.86E-06,4
0,60,0,0,0,4
0,123.6952381,0.002946138,0.999958992,0,4
0,54.43478261,9.54E-07,2.187599897,0,4
0,59,0,0,0,4
0.245719,49.92307692,0.001810074,0.49109292,1.00E-05,4
0,52.5,0,0,0,4
0,54.43478261,2.15E-06,2.097867966,0,4
0,58.5,0,0,0,4
0.322454,49.92307692,2.00E-05,0.574342012,1.00E-05,4
0,57.5,0,0,0,4
0,57,0,0,0,4
0.497202,49.92307692,0.000490189,0.746277809,9.78E-06,4
0,124.6346154,0.003205061,1.145255089,0,4
0.438276,49.92307692,0.001010895,0.700482845,1.31E-05,4
0,58,0,0,0,4
0.257214,49.46153846,0.001229048,0.511695147,2.15E-06,4
0.247096,50.5,0.004080057,0.740595102,4.08E-05,4
0,124.2788462,0.003155947,0.996943951,9.54E-07,4
0.257227,49.46153846,9.08E-05,0.545218945,1.12E-05,4
0,55.30434783,1.91E-06,1.935644865,0,4
0,52.5,0,0,0,4
0,54.43478261,2.15E-06,2.074981213,0,4
0,151.8148148,0.164009035,4.795048952,0.008157015,5
0,155.4,0.104029477,3.029184818,0.020200014,5
0,153.7636364,0.183998108,21.97370505,0.003861189,5
0,155.9333333,0.097992778,3.048142195,0.020161152,5
0,155.9333333,0.107008815,3.07763195,0.024159908,5
0,160.7037037,0.174008489,3.915606976,0.016011,5
0,156,0.096045017,2.982908964,0.024200916,5
0,154.7333333,0.062146425,3.175623178,0.019998074,5
0,153.2410714,0.179991245,21.98004985,0.000317097,5
0,157.0416667,0.1719594,3.685398102,0.024001122,5
0,124.3888889,0.18098253,2.920075893,0.020000935,5
0,151.4439252,0.183949947,21.92042899,0.000102043,5
0,155.1176471,0.107995987,3.19506216,0.020181179,5
0,156.1538462,0.210101008,4.852187872,0.016006947,5
0,156.4666667,0.063251793,2.950505972,0.02019906,5
0,156.7307692,0.193982959,4.853749037,0.00571084,5
0,153.7692308,0.180021763,21.4778409,0.000288963,5
0,155.9333333,0.109008193,3.60901022,0.040199041,5
0,155.5333333,0.07510376,3.395695925,4.29E-05,5
0,156.3846154,0.174767494,4.210763931,0.016004086,5
0,155,0.105047643,3.039456844,0.024190903,5
0,121.2105263,0.191976428,2.870463848,0.020200968,5
0,156,0.078198493,2.88347888,0.023698807,5
0,155.7333333,0.069143832,3.053926945,0.020010233,5
0,155.4666667,0.173525929,3.160548925,0.024182081,5
0,156,0.064010382,3.056403875,0.012171984,5
0,155.8666667,0.076990545,2.982235193,0.016211987,5
0,156.5,0.186977565,4.62726903,0.016000986,5
0,155.8666667,0.151049495,3.036512136,0.000219822,5
0,155.2666667,0.060137033,2.938435078,0.019999981,5
0,163.25,0.168073535,3.86384201,0.012021065,5
0,161.64,0.169978321,3.814597845,0.016012907,5
0,155.9230769,0.188029885,4.112752199,0.015991211,5
0,150.2304147,0.188050032,22.83812809,0.000101089,5
0,152.8063063,0.183999121,22.04762602,0.0039711,5
0,155.4666667,0.10103482,3.061176062,0.020170927,5
0,153.7556561,0.192016959,23.79693604,0.004018068,5
0,153.1644444,0.201168895,31.53857303,0.004099131,5
0,156.6538462,0.172019482,3.958589077,0.020001173,5
0,155.9615385,0.182020545,4.114156008,2.79E-05,5
0,156.6153846,0.177979946,4.094105005,0.016021013,5
0,120.7894737,0.167984009,2.729932785,0.020020962,5
0,124.5,0.17398417,2.817260981,0.024010181,5
0,161.2,0.180985689,3.838154078,0.000177145,5
0,157,0.175969958,4.132662058,0.012022018,5
0,155.8,0.072008848,2.969271898,0.028211832,5
0,155.9333333,0.0561499,3.324924946,0.020002127,5
0,156.3846154,0.181967616,3.915149927,0.015828133,5
0,157.0769231,0.180030584,3.962143898,0.020001888,5
0,152.3108108,0.183943272,22.41255403,8.20E-05,5
0,156.6153846,0.174012542,3.836414099,0.012028933,5
0,156.6538462,0.172023535,3.94288516,0.002619982,5
0,155.9642857,0.192023098,4.304857016,0.019200087,5
0,157,0.173882484,3.906450987,0.016211987,5
0,155.4,0.065037787,3.039470911,0.020194054,5
0,156.4,0.110039532,2.996324062,0.028210878,5
0,149.2532751,0.203368723,25.40390921,3.00E-05,5
0,155.4666667,0.112018585,2.992570877,0.020190954,5
0,156.4615385,0.218006968,5.316488981,2.79E-05,5
0,156,0.091005623,2.960098028,0.020190001,5
0,157.5769231,0.178024411,3.950831175,0.012011051,5
0,155.2666667,0.069030821,2.996819973,0.024201155,5
0,153.4232558,0.175970554,20.29977798,0.004011154,5
0,155.9333333,0.089043856,2.965774059,0.020212173,5
0,156.1923077,0.173975468,4.027247906,0.006870985,5
0,155.1333333,0.058126271,2.94295907,0.016092062,5
0,152.1681416,0.188045979,23.11046791,2.10E-05,5
0,127.2,0.184020996,3.638535976,0.02007103,5
0,151.3710407,0.191981256,22.89676309,0.000818014,5
0,155.8,0.080023527,3.203861952,0.036181211,5
0,152.1891892,0.189522028,23.58280301,3.00E-05,5
0,155.9333333,0.057775736,2.909877777,0.020021915,5
0,151.971831,0.17600733,20.97250485,3.12E-05,5
0,155.9333333,0.082136869,2.865962982,0.016009808,5
0,156.4,0.088037789,2.94916296,0.020951033,5
0,156.4,0.104036808,2.998714924,0.028220892,5
0,155.8,0.114042878,3.073788166,0.024216175,5
0,152.7892377,0.175989926,21.74355388,0.002439976,5
0,124.9444444,0.18399173,2.858443975,0.020033121,5
0,152.7443946,0.188537002,25.20625997,1.10E-05,5
0,155.4666667,0.067147195,3.122358084,0.019920111,5
0,155.4666667,0.057913244,2.965679169,0.01604104,5
0,156.5384615,0.182101965,4.20667696,0.016008854,5
0,152.3744292,0.190450907,22.63393807,0.01199007,5
0,155.9333333,0.063390017,3.144496202,9.32E-05,5
0,155.5333333,0.072614074,3.009474039,0.024021149,5
0,134.8125,0.129040182,2.743189096,0.020009995,5
0,151.5964912,0.184014082,24.12775397,3.89E-05,5
0,151.5895197,0.184008956,23.15041804,0.004019976,5
0,151.8990826,0.183990359,22.09077501,0.003060102,5
0,155.5333333,0.062506199,2.937632084,0.019999027,5
0,155.4666667,0.074050069,3.08731699,0.024122,5
0,155.9333333,0.068010926,3.602244854,0.000259876,5
0,155.4666667,0.068061292,2.889794827,0.028132915,5
0,156.4,0.127747297,3.213639021,0.032382011,5
0,156.5,0.17198503,4.050194979,0.014229059,5
0,151.7927928,0.200001359,25.25305796,0.004002094,5
0,155.2666667,0.063148975,3.068510056,0.024013996,5
0,155.0666667,0.082017183,3.233463049,0.01167202,5
0,152.5890411,0.203958333,24.22807407,0.001919985,5
0,255,0,2112.320441,0,6
0,255,0,2392.022333,0,6
0,255,0,483.8572011,0,6
0,255,0,1551.714478,0,6
0,255,0,470.17713,0,6
0,255,0,1043.655674,0,6
0,255,0,1.486332893,0,6
0,255,0,1.499150038,0,6
0,255,0,1596.210016,0,6
0,255,0,1.500046968,0,6
0,255,0,1334.257916,0,6
0,255,0,1.478167057,0,6
0,255,0,1.49963212,0,6
0,255,0,962.6085401,0,6
0,255,0,1.498049974,0,6
0,255,0,1072.477893,0,6
0,255,0,1342.487672,0,6
0,255,0,1.499128103,0,6
0,255,0,1.499588013,0,6
0,255,0,1.399960995,0,6
0,255,0,1991.718611,0,6
0,255,0,1771.541574,0,6
0,255,0,90.52502608,0,6
0,255,0,381.5039768,0,6
0,255,0,1.49785614,0,6
0,255,0,1.499215126,0,6
0,255,0,1.474406004,0,6
0,255,0,1.499400139,0,6
0,255,0,132.7489932,0,6
0,255,0,1559.608259,0,6
0,255,0,132.4496009,0,6
0,255,0,310.5518849,0,6
0,255,0,1.548810005,0,6
0,255,0,965.055254,0,6
0,255,0,1043.655674,0,6
0,255,0,2020.419854,0,6
0,255,0,1.499245882,0,6
0,255,0,1.499219179,0,6
0,255,0,1.452602863,0,6
0,255,0,821.2041631,0,6
0,255,0,1.400079966,0,6
0,255,0,1.424779892,0,6
0,255,0,1.498424053,0,6
0,255,0,1.497478962,0,6
0,255,0,533.1011999,0,6
0,255,0,799.8040109,0,6
0,255,0,1991.757796,0,6
0,255,0,661.2031322,0,6
0,255,0,1.499914169,0,6
0,255,0,2491.5947,0,6
0,255,0,1400.055882,0,6
0,255,0,1281.670689,0,6
0,255,0,2201.462874,0,6
0,255,0,2240.320436,0,6
0,255,0,2491.722975,0,6
0,255,0,132.4496009,0,6
0,255,0,1182.485848,0,6
0,255,0,1.373621941,0,6
0,255,0,1.501869917,0,6
0,255,0,1.471516848,0,6
0,255,0,43.49965405,0,6
0,255,0,1.479814053,0,6
0,255,0,43.49965405,0,6
0,255,0,1.498878956,0,6
0,255,0,1.478913069,0,6
0,255,0,1.424089193,0,6
0,255,0,501.5548589,0,6
0,255,0,1.447845936,0,6
0,255,0,1.499723911,0,6
0,255,0,441.5636859,0,6
0,255,0,1.563521147,0,6
0,255,0,1.524757147,0,6
0,255,0,970.305212,0,6
0,255,0,1331.762217,0,6
0,255,0,1.522225857,0,6
0,255,0,590.4548719,0,6
0,255,0,132.7489932,0,6
0,255,0,420.129519,0,6
0,255,0,1.47280407,0,6
0,255,0,2389.394706,0,6
0,255,0,1.498482943,0,6
0,255,0,1431.339435,0,6
0,255,0,2402.522659,0,6
0,255,0,1897.411578,0,6
0,255,0,1.499104977,0,6
0,255,0,1782.217765,0,6
0,255,0,1.499382019,0,6
0,255,0,1.497190952,0,6
0,255,0,1.511836052,0,6
0,255,0,1.474246025,0,6
0,255,0,1.550184965,0,6
0,255,0,1.499284983,0,6
0,255,0,1.497771978,0,6
0,255,0,1.51412797,0,6
0,255,0,1.499840021,0,6
